setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,total,positiu
19,2023,08/05/2023,14/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 49,4,1,1
20,2023,15/05/2023,21/05/2023,64,GIRONA,6400,GIRONA,Home,45 a 49,3,2,1
22,2022,30/05/2022,05/06/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,1,1
20,2023,15/05/2023,21/05/2023,61,LLEIDA,6100,LLEIDA,Dona,60 a 64,2,1,0
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,40 a 44,3,1,1
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,35 a 39,4,1,1
20,2023,15/05/2023,21/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,4,1,1
20,2023,15/05/2023,21/05/2023,64,GIRONA,6400,GIRONA,Dona,45 a 49,3,2,1
21,2022,23/05/2022,29/05/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,2,1
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,10 a 14,4,1,1
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,50 a 54,2,1,1
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,3 i 4,3,1,0
20,2023,15/05/2023,21/05/2023,64,GIRONA,6400,GIRONA,Home,65 a 69,3,1,0
20,2023,15/05/2023,21/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,25 a 29,4,1,1
20,2023,15/05/2023,21/05/2023,61,LLEIDA,6100,LLEIDA,Home,40 a 44,4,1,0
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,1 i 2,4,1,1
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,1 i 2,3,1,1
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,1,1
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,1 i 2,3,1,1
27,2022,04/07/2022,10/07/2022,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,80 o més,3,1,0
23,2022,06/06/2022,12/06/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,4,1,0
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,2,2
3,2023,16/01/2023,22/01/2023,61,LLEIDA,6100,LLEIDA,Home,0,4,2,2
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,1,1
26,2022,27/06/2022,03/07/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,1,1
21,2022,23/05/2022,29/05/2022,64,GIRONA,6400,GIRONA,Home,3 i 4,3,1,1
22,2022,30/05/2022,05/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1,1
3,2023,16/01/2023,22/01/2023,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,80 o més,3,1,1
27,2022,04/07/2022,10/07/2022,64,GIRONA,6400,GIRONA,Dona,1 i 2,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 64,2,1,0
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,1 i 2,2,1,1
3,2023,16/01/2023,22/01/2023,61,LLEIDA,6100,LLEIDA,Dona,3 i 4,4,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,25 a 29,3,1,1
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Home,5 a 9,3,2,2
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,55 a 59,2,1,0
27,2022,04/07/2022,10/07/2022,64,GIRONA,6400,GIRONA,Home,3 i 4,3,3,3
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,55 a 59,3,1,0
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 49,3,3,2
41,2022,10/10/2022,16/10/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,65 a 69,2,1,1
25,2022,20/06/2022,26/06/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,1,0
3,2023,16/01/2023,22/01/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,1 i 2,4,1,1
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,1 i 2,3,1,1
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Dona,75 a 79,3,1,1
21,2023,22/05/2023,28/05/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,30 a 34,4,1,0
21,2023,22/05/2023,28/05/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,75 a 79,4,1,1
19,2022,09/05/2022,15/05/2022,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,80 o més,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1,1
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Home,15 a 19,4,1,1
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Dona,80 o més,2,1,1
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Dona,40 a 44,3,3,3
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,65 a 69,2,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,40 a 44,3,2,1
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Dona,75 a 79,2,1,0
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,4,1,0
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,3 i 4,4,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,1 i 2,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,10 a 14,4,1,1
3,2023,16/01/2023,22/01/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,5 a 9,4,1,1
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,40 a 44,2,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 64,3,1,1
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,1 i 2,4,2,1
21,2023,22/05/2023,28/05/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,30 a 34,4,1,1
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Dona,45 a 49,3,4,3
21,2023,22/05/2023,28/05/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,40 a 44,3,2,1
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,3 i 4,2,1,1
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,1 i 2,2,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,25 a 29,4,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,1 i 2,3,2,2
3,2023,16/01/2023,22/01/2023,61,LLEIDA,6100,LLEIDA,Dona,80 o més,2,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,10 a 14,3,2,1
52,2022,26/12/2022,01/01/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,25 a 29,2,1,0
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Dona,10 a 14,3,1,1
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,3 i 4,3,1,1
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,3,2
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Dona,80 o més,3,1,0
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Home,35 a 39,3,1,1
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,65 a 69,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,10 a 14,4,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,40 a 44,2,1,1
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,0,4,2,2
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,1,0
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,30 a 34,4,3,2
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,30 a 34,3,1,0
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Dona,60 a 64,4,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 74,3,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,50 a 54,4,1,1
22,2022,30/05/2022,05/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 74,3,2,1
21,2023,22/05/2023,28/05/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,45 a 49,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,1 i 2,4,1,1
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Home,0,3,1,0
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Home,10 a 14,3,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 64,3,2,1
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,2,2
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,15 a 19,3,4,2
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,3 i 4,4,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,30 a 34,3,1,1
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,55 a 59,3,1,1
27,2022,04/07/2022,10/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,1,1
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Dona,50 a 54,3,4,2
20,2022,16/05/2022,22/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,2,2
20,2022,16/05/2022,22/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,1,1
22,2022,30/05/2022,05/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,1 i 2,4,1,1
22,2022,30/05/2022,05/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,3,3
21,2022,23/05/2022,29/05/2022,64,GIRONA,6400,GIRONA,Home,80 o més,3,1,1
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,35 a 39,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 49,3,2,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,50 a 54,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 64,4,1,1
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,1 i 2,3,1,1
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Dona,55 a 59,4,1,0
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,10 a 14,3,1,1
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,2,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,1 i 2,2,1,1
21,2023,22/05/2023,28/05/2023,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,40 a 44,3,1,0
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,1,0
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,15 a 19,2,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 49,3,2,2
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 64,4,1,1
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Dona,15 a 19,3,1,0
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Dona,80 o més,4,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,50 a 54,3,2,2
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 49,3,1,0
31,2022,01/08/2022,07/08/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,30 a 34,4,2,1
22,2022,30/05/2022,05/06/2022,61,LLEIDA,6100,LLEIDA,Dona,1 i 2,4,2,2
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,0,3,1,1
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,65 a 69,4,1,1
44,2022,31/10/2022,06/11/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,0,3,1,1
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Home,5 a 9,4,1,1
45,2022,07/11/2022,13/11/2022,64,GIRONA,6400,GIRONA,Dona,40 a 44,2,1,1
21,2023,22/05/2023,28/05/2023,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,35 a 39,3,1,1
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,1 i 2,4,1,1
22,2022,30/05/2022,05/06/2022,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,1,0
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Dona,15 a 19,4,2,0
19,2022,09/05/2022,15/05/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,75 a 79,4,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,3 i 4,3,1,1
21,2023,22/05/2023,28/05/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,15 a 19,3,1,0
21,2022,23/05/2022,29/05/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,1,1
21,2023,22/05/2023,28/05/2023,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,50 a 54,3,1,0
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,75 a 79,3,2,2
49,2022,05/12/2022,11/12/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,3 i 4,4,3,3
21,2023,22/05/2023,28/05/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,35 a 39,4,2,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,50 a 54,3,1,1
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Dona,35 a 39,3,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,75 a 79,3,2,2
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 49,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,35 a 39,3,1,0
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,25 a 29,2,1,1
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,3 i 4,3,1,1
21,2022,23/05/2022,29/05/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,1,1
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,1,1
44,2022,31/10/2022,06/11/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,3 i 4,4,2,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 64,2,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,0,4,1,1
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Dona,50 a 54,4,2,1
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,45 a 49,4,1,0
44,2022,31/10/2022,06/11/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,1,1
21,2023,22/05/2023,28/05/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,65 a 69,3,1,0
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,35 a 39,3,2,2
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,1,1
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,50 a 54,3,2,2
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,55 a 59,3,1,1
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,1 i 2,4,2,2
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Home,75 a 79,4,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,55 a 59,3,2,2
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Dona,20 a 24,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,35 a 39,2,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,0,4,2,2
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,15 a 19,2,1,1
27,2022,04/07/2022,10/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,3 i 4,4,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,3 i 4,3,1,1
40,2022,03/10/2022,09/10/2022,61,LLEIDA,6100,LLEIDA,Home,3 i 4,4,2,2
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,30 a 34,2,1,0
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 49,2,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,20 a 24,3,1,1
21,2023,22/05/2023,28/05/2023,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,50 a 54,3,1,0
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Home,1 i 2,4,1,0
20,2022,16/05/2022,22/05/2022,61,LLEIDA,6100,LLEIDA,Home,1 i 2,4,1,0
38,2022,19/09/2022,25/09/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,30 a 34,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,1,1
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Dona,40 a 44,4,2,1
27,2022,04/07/2022,10/07/2022,61,LLEIDA,6100,LLEIDA,Dona,1 i 2,4,1,1
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 74,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,65 a 69,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,55 a 59,2,2,2
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,65 a 69,4,1,0
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,1 i 2,2,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,25 a 29,2,1,1
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,25 a 29,3,1,1
20,2022,16/05/2022,22/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1,0
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Dona,25 a 29,3,2,1
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,55 a 59,2,1,1
21,2023,22/05/2023,28/05/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 64,3,1,0
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,3,1
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Dona,1 i 2,4,1,0
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Dona,70 a 74,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,10 a 14,4,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,15 a 19,3,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,30 a 34,2,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,3,3
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,35 a 39,4,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,15 a 19,4,1,1
3,2023,16/01/2023,22/01/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,5 a 9,4,1,1
22,2022,30/05/2022,05/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,2,2
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Home,65 a 69,4,2,1
21,2023,22/05/2023,28/05/2023,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,55 a 59,3,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,30 a 34,4,3,3
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Dona,30 a 34,3,1,1
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Dona,5 a 9,4,1,0
21,2022,23/05/2022,29/05/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,1,1
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Home,3 i 4,3,3,3
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,1,0
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,1,1
21,2022,23/05/2022,29/05/2022,64,GIRONA,6400,GIRONA,Home,1 i 2,3,2,2
21,2023,22/05/2023,28/05/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,35 a 39,3,2,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,1 i 2,4,1,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 64,4,1,0
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,30 a 34,3,1,0
26,2022,27/06/2022,03/07/2022,61,LLEIDA,6100,LLEIDA,Dona,80 o més,2,2,2
21,2023,22/05/2023,28/05/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,10 a 14,4,1,1
21,2023,22/05/2023,28/05/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 74,4,2,1
21,2023,22/05/2023,28/05/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,15 a 19,4,1,1
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,55 a 59,3,1,1
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,1,1
21,2023,22/05/2023,28/05/2023,61,LLEIDA,6100,LLEIDA,Home,0,4,1,1
44,2022,31/10/2022,06/11/2022,64,GIRONA,6400,GIRONA,Dona,0,3,1,1
21,2023,22/05/2023,28/05/2023,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,60 a 64,3,2,2
23,2022,06/06/2022,12/06/2022,64,GIRONA,6400,GIRONA,Home,1 i 2,3,1,1
21,2023,22/05/2023,28/05/2023,64,GIRONA,6400,GIRONA,Dona,0,3,1,0
20,2023,15/05/2023,21/05/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 49,2,1,1
21,2023,22/05/2023,28/05/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,55 a 59,3,1,1
21,2023,22/05/2023,28/05/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,5 a 9,3,1,0
